teks,sentiment,score
Gunung mas ini Prabowo ya gaes.,neutral,0.44623103737831116
Belajar dari propinsi Lampung masalah singkong itu tanaman yang tidak begitu sulit untuk budidaya nya,positive,0.9862288236618042
"Berita nasional kok nggak ada ya..
Kok nggak ada foto orang sendiri di situ sampil tunjuk jari,
Biasanya ada penampakan
😂",neutral,0.5797135233879089
rencana repelita .penguasaan lahan oleh pemerintah .bukan lagi untuk rakyat .kepentingan rakyat .,negative,0.6544625759124756
Proyek abal - abal ini mah 😂,negative,0.9976315498352051
Ha  haa  haaa   haaaa..........lanjutkaann,negative,0.8446906805038452
Kasian bgt yaa Allah 😢,negative,0.9968256950378418
"Hutan dirusak semua iklim makin rusak, hewan makin punah, rakyat makin susah, penyakit semakin banyak..",negative,0.9973354935646057
"Akibat kerja kerja kerja, tanpa MIKIR dahulu..",negative,0.9835301041603088
"siapa ini Prabowo apa saran Jokowe,  dibantu  oleh  TNI . perusak sekali",negative,0.9901753067970276
"Lestari alamku..lestari desaku..dimana Tuhan-ku menitipkan aku..
...
Damai saudaraku..suburlah bumiku..kuingat ibuku dongengan cerita..
..
NUSANTARA lama sangatlah elok dengan aneka makna..",positive,0.9816814064979553
Wrong planning pemerintah.,neutral,0.802256166934967
Bakal penghuni LP,neutral,0.9691805839538574
"System kebut sehari, mamang tidak bisa,
 apalagi tidak melibatkan seluruh elemen masyarakat dan instansi untuk membentuk sebuah system, urusan tanaman bukan seperti membuat gedung, 
Begitu dibuat langsung jadi, 
Namun ada perlakuan khusus, terutama edukasi dari staf ahli dan pelaksana, (petani)",positive,0.7017627954483032
Proyek cuan...cuan ..hutan di babat rakyat melarat ..pejabat di atas bodo amat .yg penting cuan cuan,negative,0.9978109002113342
Kesalahan pemilihan lahan dan kondisi sdm setempat. Misal lahan singkong kasih hgu petani singkong dari lampung. Padi kasih hgu kepetani padi dari jawa banyak kok petani jawa yg tidak punya lahan.,negative,0.9590980410575867
"Tak bisa berkata apa2 miris sedih, negara yg kaya ini ternyata dipimpin oleh para perusak bukan para alhi",negative,0.9943271279335022
"KLO SDH BGT BNYK MENGHASILKAN WABAH KERING, KOK MASIH IMPORT JAL?",negative,0.9914759397506714
Ini BODOH nya pemerintah kita kata Rocky Gerung. Proyek dulu baru AMDAL.. Kalo udah kadung di babat AMDAL buat apa.. fungsi AMDAL itu buat pertimbangan kedepan. Bukan buat EVALUASI,negative,0.9965004920959473
Hati 2lama2 ke jual juga kan sudah bersih,positive,0.7449294328689575
Update Kementan sekarang kena kasus korupsi ngilang di eropa,negative,0.9870775938034058
Rugi.,negative,0.9967193007469177
Kayu nya di ambil rakyat yang di suruh kerja di abaikan.....  Hebat nya tokoh tokoh yang di beri wewenang food estate 😢😢😢😢,negative,0.9434810280799866
PERMAINAN,positive,0.8210628628730774
Petani malas,negative,0.997798502445221
Menangis saya lihat yang begini ini,negative,0.9972286820411682
Kayu kayu nya kemana ?,negative,0.9771081209182739
"Ya program seperti itu gak bisa 1-2 tahun langsung jadi... Karena program biasanya kalau berjalan terus makan waktu hingga 5 tahun agar terlihat hasilnya,,, kalau untuk sawah padi butuh waktu hingga 10 tahun untuk menyesuaikan kualitas tanahnya.",positive,0.5066614151000977
"Nanam singkong gak becus mau jadi Presiden, situ masih waras nggak 😂😂",negative,0.9906783103942871
Menteri Pertaniannya Menteri Koordinator Bidang Kemaritiman dan Investasi Indonesia. Di berita tak resmi mengatakan Ini semua Kegagalan Kerjanya Pak Mentri Pertahanan Pak Prabowo. Lucu Sekali Berita Buatan Oknum Netizen Yang membenci Pak Prabowo.,negative,0.9857659339904785
"Lagian lucu teramat lucu kenapa juga MENHAN, MENTRI PERTAHANAN dikasih amanat mengelola sektor pertanian? Emang ada bakwan dibalik wajan gosong itu 2 manusia itu. Aneeeeh aneh tapi nyata",negative,0.9749051928520203
"Pola yang sama, di periode kedua masa pemerintahan mereka akan membuat proyek dengan anggaran besar untuk kemudian dikorupsi beramai-ramai, yang tertangkap cuma tumbal",negative,0.9862922430038452
"Semoga presiden yg akan dtg,lbh memberi ke adilan ke rakyat,bukan memberi bnyk cuan ke para cukong2 pengusaha pengikut nya.
Sereeemmm",positive,0.6135027408599854
Bismilah perubahan,positive,0.8802154064178467
Nanam singkong di atas batu.. Wkwk..,negative,0.9931681156158447
Yang namanya Obsidian Princess kok dihapus sihhh????? Gimana dong 😢❤,negative,0.991195797920227
"yang penting bagi mereka ada proyek, ada proyek ada cuan.",negative,0.8698715567588806
"Btul btul Ggl Faham Dlm Program ,Dampaknya Pd Masyarakat Skitar ....Jika Perintah dikritik Oleh Lawan Politik Eeeh Ngeles gk Trima nakunya Bagus Dan Untung ,Jika suatu Persoalan Diserahkan pd Yg Bukan Ahlinya Yg Terjadi Adlh Kgagalan ,Kehancuran ,2024- 2029 ,Penguasa Hars Diganti Yg Faham Ngatur Negeri dan Sluk Bluknya...Insya Allah Rakyat Makmur ,Negara Tentram dan Damai...!",positive,0.7961722612380981
Era Presiden yang memerintahkan?,neutral,0.6342917084693909
Buzzer mn buzzer..,negative,0.9040825963020325
"KETIKA ORANG PLONGA PLONGO MEMBUAT KEBIJAKAN/PROYEK, HANCUR SEMUA... SI PALING PLONGA PLONGO HARUS BERTANGGUNGJAWAB ATAS KERUSAKAN LINGKUNGAN YANG TERJADI",negative,0.9777538776397705
"Ide konyol harusnya mereka punya konsep "" See, thing, do it"" / lihat pikirkan kerjakan jangan mengerjakan tanpa dipikirkan atau jangan berfikir tanpa melihat itu pekerjaan bodoh",negative,0.994880199432373
Rezim plonga plongo tololl,negative,0.9982323050498962
Rakyat juga yg malas maunya disuapin pemerintah melulu.... tidak sayang negara loolll... trus tanam dibiarin nggak diolah... idihhhh salahin pemerintah.,negative,0.9982873797416687
"Program nya betul untuk ketahanan pangan nasional.
Tapi menteri pertanian yang bodoh (dari partai Nasdem).
Eee.., malam ketangkap KPK.
Begitu koq malah mau buat koalisi perubahan.",negative,0.9971543550491333
"Nanam singkong sampai kalimantan, ngawur ini pemerintah",negative,0.9960207343101501
yg penting dana pemerintah jd cuan,negative,0.5055927038192749
"Pertanyaan saya bukan mslah tanahnya,tapi persiapan lahan ,pengelolaan lahan dan perawatan tanamannya mungkin msh ada yg kurang...",negative,0.5085283517837524
Produk gagal😂😂😂,positive,0.5542640686035156
"Ubah aja ganti lahan peternakan,,, carikan bibit2x hewan terbaik,,,",neutral,0.6515476107597351
"Sistem memaksakan propasal jadi cuan ..
Ahli dan penijauan asal asalan",negative,0.9904597997665405
Harus direboisasi,negative,0.9796504974365234
Ini hasil dari penguasa bajingan2 achir nya tanah rusak terbengkalae apa seperti ini yang akan di pilih  no no no,negative,0.9976598024368286
Yg di incer yg di dalam tanahnya itu .,neutral,0.5754679441452026
"Pekerjaan seperti ini harus dipakai tenaga honor dari perguruan tinggi banyak yg nganggur tuh asal penghasilan sama dengan ppk. Kalaupun diluar kota dijamin keamanannya.  Pasti mereka sanggup nanam padi (palawija). Mereka akan menerapkan ilmunya dilapangan kalau misanya lulusan teknik, sambil menanam bisa menerapkan ilmunya buat alat tanam cepat dan panen cepat",positive,0.9556339383125305
Ini gara² Anies Baswedan,neutral,0.9972643852233887
Viralkan,negative,0.9768873453140259
"itu perintah nya ibu...
rakyat gak boleh ada apa2 semua nya milik negara dan investor",negative,0.9313820600509644
karya nyata pemerintah sekarang..,neutral,0.45764803886413574
Haha😂😂😂 cuma CNN dan CNBC yg berani siarin ky beginian😅😅😅😅,neutral,0.9627655744552612
Program Tolol,negative,0.9980980753898621
"Tangkap, Penjarakan Oknum Rakus uang rakyat untuk proyek sia sia",negative,0.9977178573608398
"Ini bukti ,klo prabowo gak bisa memajukan dan mensejahtrakan rakyat.",negative,0.990717351436615
Yang penting dpt kayu,positive,0.9109432697296143
Ini sih mangkrak yang lebih mengerikan dibanding hambalang,negative,0.9979709982872009
Gobloknya para oknum pemerintah yang masih saja berusaha memperkaya diri sendiri dengan cara bikin proyek gak serius,negative,0.9981153011322021
"Militer di suruh nanem, -_- nyalon presiden lagi",negative,0.93953537940979
"Tanah ku sewa...
Air ku beli...
Tanah air skrng d jual beli...

Hutan d bakar...
Asap ku hirup..
Langit memerah...
Matahari pun meredup...",negative,0.7782351970672607
Terima kasih Banyak kamu Tantv,positive,0.9341471791267395
Prabowo gimna sih ini anjir,negative,0.9943932294845581
Tangkap koweeee!!!,negative,0.9031058549880981
"Inilah hasil dr presiden yg sangat di bangga2kan dan di dewa2kan beserta kelompoknya yg menganut paham komunisme berkedok partai demokrasi..
Salut dengan masyarakat yg tetap dukung walaupun faktanya kehidupan sosial susah dan carut marut..🤦🏻‍♂️",positive,0.9298844933509827
Kelakuannya merusak terus,negative,0.9982484579086304
"Yg penting gembar gembor di awal
Peresmian foto2

Abis itu ngilang",negative,0.9834756851196289
"YNKTS
Planga plongo

Mukidi di lawan
Wkwkkwkwwkwk",negative,0.9687584042549133
Apa ini program kemenhan FOOD ESTATE yg gagal,negative,0.9589051008224487
Asal bapak senang,positive,0.9912830591201782
"Betul yag dikatakan salah satu dosen perempuan/peneliti Indonesia, banyak kebijakan itu sifatnya emosional, tidak berdasarkan kajian, maunya gaskeunnn. Akhirnya cuma buang2 duit rakyat, merusak lingkungan dan kehidupan masyarakat",negative,0.9959994554519653
Prabowo oh Prabowo..,negative,0.9768097996711731
Coba kami suruh kelola.... Kami bukan sok bisa tapi lahan exrim apapun bisa kita kelola dengan teknologi... Kuncinya niat awal benar atau hanya untuk cari projek...,negative,0.9103952646255493
Berarti cuma jual kayu hasil hutannya saja ya,negative,0.558172881603241
"Hahha, kalian paling banteng. Mamam tu proyek",negative,0.9957212209701538
Bukti kalau KERJA butuh perencanaan yang matang.😊,neutral,0.6897467970848083
"Bowo mana bowo, tanggung jawab ama si jowi,,",negative,0.9851663708686829
"Kesalahan jokowi asal nunjuk mentri, separo mentrinya org2 gak bisa kerja . Akhirnya jokowi sendiri yg kena marah rakyat",negative,0.9972819089889526
"Prabowo yg bikin proyek, kalo gagal jokowi yg kena getahnya 🤦🏻‍♀️",negative,0.8460506796836853
"Itulah kalo prabowo kerja, nggak ada yg berhasil",negative,0.9960368275642395
Manusia manusia itu perlu dibersihkan,negative,0.9828543663024902
"Mantep, masih mau lanjutin dari redbull????",positive,0.5507563352584839
Beginilah yang terjadi ketika proyek tidak diserahkan kepada ahlinya😢,neutral,0.6780980229377747
"Jokowi, Prabowo bertanggung jawab!! Bukan mikirin copras-capres aja!!!",negative,0.9569612145423889
"Hutan habis lingkungan jadi buruk cuaca pun sulit di prediksi sumber air tanah pun semakin dalam,kok malah hutan di babat jadi lahan ya sama saja bunuh diri",negative,0.9981029033660889
"bangun pertanian,,",neutral,0.7145889401435852
Makan aja itu nuklir,negative,0.9892681241035461
makan rudal🗿,neutral,0.4999474883079529
Maju terus korut,positive,0.8743937015533447
"Saking asyiknya mainan Rudal sampe lupa makan,,",neutral,0.5201232433319092
Kasih makan nuklir aja biar cepat kenyang,positive,0.7194758653640747
Makan rudal aja,negative,0.9807512760162354
"Gila, 10 ribu apartemen di bangun pemerintah korea, sementara di negri ini tidak ada satupun apartemen di bangun oleh penerintah, semuanya di bangun oleh pengusaha

Dah jelas indonesia negara kumuh dan miskin",negative,0.9976303577423096
Kasi makan rakyat pakai rudal nuklir😆.,negative,0.9407139420509338
"Nasibnya beda jauh sama korsel, korut orangnya jahat2sih",negative,0.9980851411819458
"Krn aku terbiasa dng cara hidup di negeriku,aku jd merasa aneh aja dng cara hidup rakyat Korea utara,tp kalo di fikir2 cara hidup mrk lbh santun dan beradab,tak ada style aneh2,misalnya LGBT atau orang2 bicara kotor didepan publik.apa lg wajah2 yg terbuat dr plastik 🤣🤣🤣🤣🤣🤣🤣",negative,0.8700807094573975
"Gimana mau melawan AS kayak gini,kalau jatah tentaranya aj di potong 🤣yg ada kalau perang,kayak y banyak tentara yg membelot",negative,0.9785546660423279
Sy rasa nuklir korea utara sudah cukup.. tinggal perkuat ekonomi untuk menjadi negara maju.,positive,0.5167758464813232
duit nya sudah di kuras oleh nuklir.,negative,0.9369536638259888
negara psyco 🐷,neutral,0.638340950012207
"Disini lagi krisis minyak goreng, knp ga di britain",negative,0.9702057838439941
Efek sanksi Amerika serikat 🤦😁,neutral,0.9465904831886292
"Kalo jatah tentara dipangkas siap2 aja dikudeta, biasa nya sih begitu.",negative,0.9494788646697998
Udah kulihat bbrp kali film dokumenter ttg Korut yg mna pupuk Utk pertanian malah pake human feces. Alhasil saat ada pembelot dr Korut saat dibedah perutnya banyak cacing parasit besar-besar di perutnya.,negative,0.9549076557159424
"Masyarakatnya kok gk seperti di sini ya gak ada demo gitu, kayaknya hidup di Korut damai walaupun krisis",negative,0.9881227612495422
Inimah udah lama 2018 yang lalu,negative,0.8239191770553589
Terlalu boros ...dan terlalu memanfaatkan alam tanpa memikirkan kedepannya,negative,0.9974595904350281
Ini tipe pemimpin monarki yang masih ada di jaman modern suka suka gue aset negara beserta rakyat nya milik gue gak patuh dihukum hilangkan 3 generasi,negative,0.9907764792442322
makan aja tuh rudal nuklirmu.,negative,0.9847201108932495
Nuklir aja buat terus pangan terlupakan...pangan udah jadi tercemar Ama radiasi nuklir....mudah mudahan Korea Utara selamat dari bahaya kekurangan pangan dan radiasi nuklir,negative,0.9962084293365479
"Kenapa gax makan, rudal aja",negative,0.9871500730514526
Menjadi catatan sejarah... Umat manusia harus tunduk kepada manusia yang memiliki latar belakang,neutral,0.9160584211349487
Pemimpin egois,negative,0.9980327486991882
Sejarah dunia seluruh warga negara jadi tahanan,negative,0.6070036292076111
Dunia semakin panas akibat epek rumah kaca,negative,0.9950823783874512
Opa Kim hobinya main roket,neutral,0.9936755299568176
Tambah lagi efek rumah kaca yg menyebabkan perubahan iklim pemanasan global,neutral,0.9387510418891907
Berdiri sendiri dgn tyrani,neutral,0.9640839099884033
Setelah sekian tahun sejak janji kampanye sekarang saya baru paham bahwa yang meroket bukan ekonomi tapi harga-harga,positive,0.4372178614139557
Petani itu raja yg terkuat di ekonomi. Karna kuasai lumbung pangan dunia. Coba bayangkan klo seluruh dunia petani mogok. Apa yg terjadi pasti banyak orang kelaparan dan mati iya kan. Pada saat itu harga sepiring nasi bisa capai ribuan triliun karna orang butuh dan pingin hidup pasti segalanya di kasihkan. Makanya junjung tinggi para petani.,positive,0.7611700892448425
"se Faham paK prof SOLUSI terbaiK negara kiTa EKSTENSIFIKASI secara beSar Luas, ,(kita jaDi negara besaR ke 3),,aPaLagi team Dana PembiaYaaN di siapkan,,saYa yaKin oPtimis dan percaYa BERHASIL,,, (ya bgtuLah  foodstate memang janka Panjang inovative tiada henti hentinYa)",positive,0.9898489713668823
Jangan   lupa   anak  muda   SMA...   KULIAH    di  terapkan    ILMU   PERTANIAN    PENTING    KEDEPAN   JANGAN   BUTA   PERTANIAN,positive,0.8465510606765747
Agcjlgi cara download,neutral,0.9960436820983887
"Pupuk subsidi kalau mau di naikin harganya gak masalahh pak.
Asal ada barangnya. Bukan di batasi.
Kalau petani mau beli pupuk non subsidi petani mau dapet apa?
Sedangkan sawah sewa. Padi murah   pestisida mahal semua, pupuk gak ada.",negative,0.9838510155677795
😂🤣😆,positive,0.9349061250686646
kalau pupuk nya Dicari petani jga g mau tani lebih baik jdi buruh bangunan aj,negative,0.9857025742530823
"Lipat gandakan produksi beras,sagu,sorgum,jagung,kentang.jangan di ekspor.simpan utk bangsa.",negative,0.9624198079109192
"Betapa pentingnya pembangunan infrastruktur jalan desa, jalan tol dll. di era sekarang ini erat  tujuannya dengan memperluas kapasitas produksi dan penyalurannya....",positive,0.862220048904419
Setrateginya petani mana lagi  yang bisa jadi korban,negative,0.9866016507148743
"coba Indonesia tanam gandum,,",neutral,0.9906545281410217
"beras utk rakyat ambil di bulog dulu agar yg baru di simpan, jd beras tdk kuning,,",neutral,0.9806268811225891
Para petani harus di dahulukan,neutral,0.9479517340660095
"Indonesia nggak krisis pangan tapi krisis pupuk.. saya petani mikir berkali"" pupuk mahal, beli solar buat pengaliran pertanian juga susah. Andaikan ladang pertanian ada irigasinya mungkin di daerah saya orangnya pada senang gk mikirin beli air. Caruban - Madiun kapan di bangun irigasi buat pertanian.",negative,0.9480570554733276
Maju lah terus indonesia maju lah terus pertanian indonesia ..tanah indonesia adalah tanah surga tanah yg subur jangan sampai indonesia yg sangat subur ini bisa krisis pangan...semngat terus para petani indonesia tingkatkan produktifitas pangan untuk masyarakat,positive,0.9785646200180054
"akar masalahnya di penguasaan aset minyak, sbg bahan baku pupuk",neutral,0.8729459047317505
Pupuk langka minta pangan gak mungkin bisa,negative,0.988730251789093
"Udah dibantu petani tapi perhatian pemerintah terhadap pertanian nggak memerhatikan misalnya harga jual hasil petani yang tidak mensejahterakan petani , terlalu mahalnya pupuk. Tolonglah tiru itu vietnam dan Thailand dalam memperhatikan petani.",negative,0.9864118099212646
"Semoga pemerintah mulai memikirkan mempersiapkan petani petani muda untuk meneruskan profesi petani saat ini yang mayoritas berusia tua, sayangnya penghasilan petani tidak menjanjikan dan tergolong kecil, sehingga anak petani saja tidak mau meneruskan profesi orang tuanya",negative,0.92703777551651
Tolong dong  bantuannya buat kami dari area lumbung padi kec. Tongauna utara kab. Konawe prov. Sulawesi tenggara yg tidak mendapatkan pupuk subsidi. Hal ini tentu sangat menyusahkan kami para petani disini. 🙏,negative,0.9284346699714661
"Kenapa BBM aja jg di subsidi, kenapa pupuk dan alat pertanian gak di subsidi",negative,0.7092745900154114
Mentri ndk tau masalah pertanian.. .petani selalu salah dan payah.,negative,0.9978141784667969
Para petani usah d jual yg kita tanam simpan aza d rumah. Harga panen mencekik petani kok.,negative,0.9891575574874878
Apan sekarang haga gabah anjlok ditampat saya gabah kering 3900. sedangka pupuk mahal beli solar but jalanin telaktor ajah susah.yang ada bukan utung malah buntung hasil panen modal ajah ga balik,negative,0.9967098236083984
Petani di anak tirikan,negative,0.9943026304244995
"Siapa yang mengatur iklim, cuaca, dan mengatur pertumbuhan tanaman.",neutral,0.9251010417938232
"Nanam padi nggak menguntungkan, habis panen mau nanam laggi bingung modal.",negative,0.9971373081207275
Mari rajin menanam cabe sipekarangan rumah gaes,positive,0.9123216867446899
"Keluhan petani tdk ada yg mendengar krena wong cilik.harga pupuk mahal giliran panen harga gabah murah, tdk sebanding dengan modal,,gmana  hidupnya mau sejahtera..",negative,0.9883268475532532
mentri pertania gak guna harga pupuk obat pertanian makin mahall,negative,0.9940844178199768
"kasihan petani pak pupuk obat Mahal, panenya murah itupun klu panen klu tanaman di makan Hama petani gak dapat apa apa rugi dapat sisa Hama, sekarang hukan terus padinya berenang",negative,0.9917224049568176
pupuk wii jokowi,positive,0.7778457403182983
Menurut saya kita lemahnya hanya di industrialisasi produksi dan distribusinya. Beli mesin (traktor dll) masih susah dan mahal untuk banyak petani. Distribusi antar pulau masih kurang tapi tetap di bangun. Semoga negara kita bisa lebih baik.,positive,0.9202572703361511
"Ya iyalah masa sekelas indonesia negara besar apa apa harus impor ya dengernya lucu aja,kita harus bisa memenuhi kebutuhan kita dengan bertani sendiri apalagi klo kita bisa ekspor hasil pertanian kita    dan jgn sampai menjadi negara konsumtif apa apa harus beli tidak bisa menciftakan sendiri itu bisa bahasa kedepannya....",negative,0.6421231031417847
"Sayangilah petani maka negara ini akan makmur,,",positive,0.9904173612594604
waktunya pertanian indonesia menggunakan tekhnologi,neutral,0.9806687235832214
Petani gak butuh uang butuhnya uang untuk pekerja saja. Yg pntng tanaman bermanfaat dilahan beranekaragam karna harga semua gak jelas,negative,0.991158664226532
"Pemerintah harus mendukung petani khususnya pupuk. Subsidi pupuk belum merata bahkan byk petani yg belum tahu dimana mendapatkan pupuk subsidi. Jika petaninya sejahtera akan mampu mendukung ketahanan pangan nasional. Seharusnya di Indonesia tdk perlu impor pangan. Negara kita luas, tenaga kerja ada. Pemerintah menyediakan teknologi pertanian moderen kpd sakyat, pupuk dll.",positive,0.732668936252594
BASMI MAFIA PANGAN DAN MAFIA PUPUK DI NKRI,negative,0.9824795722961426
Dulu waktu pak SBY kan banyak mencetak sawah baru sekarang apa khabarnya apa sdh ada kelanjutannya.,neutral,0.9732888340950012
"ini pertanda PEMILU makin dekat, pura2 kasih angin segar ke petani, ya seperti janji kampanye 8 tahun silam... tak usah dihiraukan, mending nanti saja kalo benar2 presidennya sudah ganti .. baru percaya berita kek gini.. itupun kalau dilaksanakan beneran.",negative,0.993914783000946
"SARAN SAYA DARI KELUARGA PETANI 

gak usah bingung2 soal strategi  cukup lakukan

1.PASTIKAN HARGA PUPUK TURUN 
2.PASTIKAN PUPUK SUBSIDI   SAMPAI KE PETANI
3.PASTIKAN PETANI MENDAPAT HARGA JUAL YG BAGUS 
4.PASTIKAN PETANI MUDAH MENJUAL PADI NYA

cukup 4 itu kami petani akan semangat menanam .....yg tadi nya sawah di anggurkan pasti akan di tanami lagi",positive,0.9905065894126892
"Kementan hanya banyak retorika, saat panen harga padi hancur murah, kementan dan bulog ga ada solusi

Pupuk sulit dan mahal, harga pestisida naik tajam, harga jual padi saat panen di tingkat petani hancurr

Didaerah saya kapok tanam padi, karena merugi terus selama 2 tahun",negative,0.9967435002326965
Tapi sayang nya petani kusus nya AQ..susah cari pupuk...,negative,0.9920925498008728
Amin,positive,0.9884899258613586
"Susah  maju para petani d indonesia karna pupuk nya mahal bibitya mahal tapi tidak ada tindakan dari pamerintah, coba pak belusukan ke ke pinggiran jangan cuma ngatur ajah",negative,0.9890244603157043
MOHON PEMERINTAH PUSAT DAN PEMDA KABUPATEN / KOTA.. BANYAK LADANG SAWAH JADI PERUMAHAN... AWASI PENGEMBANG PERUMAHAN BIAR TIDAK JOR JORAN.,negative,0.6750411987304688
"Harga pupuk, pestisida,herbisida,bibit,dll alat2 pertanian harus terjangkau harganya oleh petani biar petani jg semangat dlm memproduksi bahan pangan... Dan petani diberi teknologi alat yg mmdahkan petani",positive,0.8109180927276611
"indonesia negara subur.... , tidak banyak pengaruh terhadap krisis pangan dunia..",positive,0.9225032329559326
"Mohon di murahin pupuk nya,",positive,0.5534384250640869
"harga pupuk melambung nggak karuan2 itu gimana sulusinya ? km sebagai petani ini sangat merasa kesulitan,padahal pupuk adalah salah satu kunci untuk menaikan pruduktivitas hasil pertanian kami.mohon untuk di tindak lanjutti bapak dinas pertanian dan kementrian 🙏🙏",negative,0.539489209651947
impor solusinya wkwk,positive,0.6612716317176819
"Beli pupuk mahal,pas panen jual murah.",negative,0.9882634878158569
Indonesia gak mungkin krisis pangan.... ngomong aja mau import.wayane panen raya padi mosok import masuk... Ajur om petani,negative,0.9887053370475769
"ayo pada nanam di sekitar rumah, biar untuk sayuran petik sendiri.",negative,0.8226847648620605
Semoga terkendali.... Dan bendungan2 yg sudah dibangun dapat dimanfaatkan untuk ketahanan pangan nasional...,positive,0.8839888572692871
"Yg perlu diperhatikan pemerintah jangan bikin strategi abal-abal sebab anggaran deptan bisa sia-sia, khususnya pada sektor hulu.  
Peningkatan ketahanan pangan harus menitik beratkan pada peningkatan hasil dan perluasan lahan. Dari kedua itu pemerintah perlu memberikan bantuan bibit unggul, pupuk, penyuluhan terpadu cara bertani intensif dan bantuan teknologi alat pertanian yang mumpuni. Selama ini, petani kita kesulitan mendapatkan bibit unggul. Jagung hibridah dan padi  misalnya, selain harganya mahal petani juga sering mendapatkan bibit palsu.  Dari sistem kemasan yg ada dipasaran, bibit jagung, padi dan lainnya mudah sekali dipalsukan. Melambungnya harga pupuk, racun hama dan obat-obatan lainnya hingga 200 persen belakangan ini juga perlu dicari solusinya. Terakhir, ambisi pemerintah untuk menjadikan surplus pangan harus dibarengi peningkatan luas lahan jangan cuma omong doang. Petani perlu dibantu membuka lahan   sebab untuk membakar hutan sudah tidak diperkenankan. Kemudian petani perlu dibantu handtraktor untuk mengolah tanah seperti di luar negeri,  jangan dibiarkan petani kita bekerja cuma mengandalkan cangkul, sabit dan karung bekas.
Atau  kalo 1 alat berat (traktor/junder) bisa membuka 1 hektar lahan tiap hari, coba kerahkan 1000 alat berat. Maka dalam 1 hari terbuka lahan 1000 hektar, 1 tahun saja lahan untuk pangan bisa tersedia 360.000 hektar. Kalo 10 tahun 36 juta hektar. Dengan begitu indonesia akan jadi  raja pangan bukan raja impor pangan. 
Selama ini impor pangan kita sangat besar. Dari data bps tahun 2020 impor gandum kita senilai 2,56 milyar us dolar, gula 52,28 ribu ton, sayuran dari china 12, 52 milyar us dolar. Begitupun kedelai tahu 2021 sebanyak 1, 4 milyar dolar, cabai 278.581  ton, kentang 52,28 ribu ton. Bahkan rebung kita impor. Persoalannya pertahanan pangan kita rapuh pemerintah jangan cuma omdo. Sekarang harga cabeh, bawang, sayuran, gandum sudah merangkah naik kemungkinan akibat negara asal komuditi itu sudah mengurangi atau menyetop ekspor. Saat ini saja sudah 22 negara menyetop ekspor pangan.  Dikwatirkan nanti semua pangan naik tinggi akibat dampak perang rusia yg meluas.",negative,0.9696169495582581
Di Desa saya tanah bengkok udah beralih fungsi jd bangunan pabrik disewakan padahal lahan subur. Air mengalir tiap hari. Hasilnya lebih besar disewakan buat pabrik 🤭,neutral,0.5087515115737915
"Sdm petani kita udah lemah mayoritas umur udah tua ,kualitas tanah udah menurun tenaga kerja petani udah mau abis",negative,0.9963441491127014
Menteri yang berprestasi pasti tak akan bernafsu mencalonkan diri sebagai presiden atau wakil presiden,positive,0.9707373976707458
"Kalo ga banyak korupsi pertanian dan peternakan kita bisa nomer satu didunia,",positive,0.9937459230422974
"gk ad gunanya jg strategi ini lahh ..
Itu lahh, kalo presiden msih rajin impor 😃",negative,0.9186012744903564
"Strategi retorika melulu. 
Coba pejabat/menteri langsung kedesa desa lihat cara petani/peternak mengolah sawah mulai tanam sampai panen. Bikin observasi dan pelajari baru bikin kebijakan. 
Sebab yg dirasakan petani dan peternak saat ini kebijakan pemerintah sangat tdk pro mereka. Pupuk langka dan mahal, harga panen anjlok saat panen raya, banyak tengkulak nakal, banyak kartel impor pangan, harga pakan ternak yg naik terus, perusahaan besar ikut bermain dan menguasai pasar menggusur peternak kecil, dsb.",negative,0.9773507118225098
80%generasi muda gk mau jdi petani...gk perlu dijelasin pasti tau lah,negative,0.9950640797615051
"Indonesia harus belajar membuat ring atau cincin sendiri...contohnya mencintai produk lokal..dan duit anggaran harus dibelanjakan untuk produk lokal jangan import.
  Blajar Jangan bergantung pada rantai pasokan global..agar bisa jadi bangsa mandiri...mengurangi ketergantungan",positive,0.7088939547538757
Giliran gini baru di perhatikan . .buatlah saluran irigasi di peliosok desa jangan hanya sawah yg dekat jalan raya saja . .sawah di tengah2 kota rata2 pemiliknya orang kaya semua tidak efektif kalau tidak sampai di sidak kedesa2 pelosok2 menteri pertanian kalu kedesa apa takut kotor ? Sampai2 de pelosok2 desa2 terpencil saluran irigasi rusak bahkan modal sendiri sudah cari pupuk mahal carinya susah alasan di batasi . .jadi buruh semuanya saja kalo lapar itu uang langsung di rebus aja di buat bubur,negative,0.9903883337974548
"Insyaallah jika pemerintah betul2 serius ngurusin Pertanian, Perkebunan, Peternakan... Bangsa kita akan aman...
Masa kalah sama Etiopia",positive,0.5313181281089783
Petani jenuh dngan harga yg gk tentu pupuk yg mahal,negative,0.9966931343078613
"Pupuk mahal dan langka apa lagi pupuk Ponska,susah didapat di sumatra,harga pertanian murah karna pemerintah ,inpor terus,bikin petani merugi",negative,0.9947875738143921
"Pupuk mahal, harga barang tani gak stabil",negative,0.9971683621406555
"Jawaban tantangan menghadapi krisis pangan, nanam padi tapi cukup berharap untung jerami untuk pakan sapi, perkara beras nunggu impor dr pemerintah untuk aku beli",negative,0.8337487578392029
