id,text,label
532,Sekarang bukan zaman janji Km rakyat sudah bosan alias muak,negative
533,prabowo oh prabowo,negative
534,coba kami suruh kelola kami bukan sok bisa tapi lahan exrim apapun bisa kita kelola dengan teknologi kuncinya niat awal benar atau hanya untuk cari projek,negative
535,Kamar mandi jauh dari layak untuk cuci tangan tidak disediakan sabun,negative
536,hahhakalian paling banteng mamam itu proyek,negative
537,bukti kalau kerja butuh perencanaan yang matang,neutral
538,Sudah beberapa kali makan di tempat ini Menu merupakan menu khas sunda terutama tersedia menu yang sudah jarang ditemukan di rumah makan lainnya di bandung Rasa makanan sungguh lezat,positive
539,bowo mana bowotanggung jawab sama sih jowi,negative
540,KIPP menerima banyak laporan terkait adanya pelanggaran pada pilkada,negative
541,kesalahan jokowi asal nunjuk mentriseparo mentrinya orang enggak bisa kerjaakhirnya jokowi sendiri yang kena marah rakyat,negative
542,prabowo yang bikin proyekkalo gagal jokowi yang kena getahnya,negative
543,manusia manusia itu perlu dibersihkan,negative
544,mantepmasih mau lanjutkan dari redbul,positive
545,beginilah yang terjadi ketika proyek tidak diserahkan kepada ahlinya,neutral
546,Sayangnya handphone xiaomi apa pun tidak bisa kalau cuma beli gb karena software bawaannya itu gede banget,negative
547,jokowiprabowo bertanggung jawab bukan memikirkan copras capres saja,negative
548,hutan habis lingkungan jadi buruk cuaca pun sulit di prediksi sumber air tanah pun semakin dalam kok malah hutan di babat jadi lahan ya sama saja bunuh diri,negative
549,Kotor banget dan tidak di hiraukan oleh pelayan restoran Mengecewakan sekali pelayanannya,negative
550,Temanku juga banyak yang bekerja di bukalapak,neutral
551,Pagi yang melelahkan rasanya ingin diam saja,negative
552,makan saja itu nuklir,negative
553,Tidak bosan dan terkesima Setiap datang ke congo kafe Tempatnya tenang Nyaman Coba deh datang malam hari Lebih romantis Kalau bawa pasangan,positive
554,maju terus korut,positive
555,Makan di sini cukup nikmat karena menunya beragam dari mulai menu indonesia asia hingga tiongkok Sehingga bisa mencoba rasa yang beragam Rasanya juga tidak kalah enak Tempatnya cukup nyaman pelayanannya pun cepat,positive
556,saking asyiknya mainan rudal sampai lupa makan,neutral
557,kasih makan nuklir saja biar cepat kenyang,positive
558,Sangat dianjurkan masakan enak banget benar benar Kita duduk di tempat saung yang di bagian atas pas jam jam matahari terbenam makan malam ditemani sunset deh Dan itu baguus banget,positive
559,Jangankan jam ngeplay stories yang cuma beberapa detik saja loadingnya lama sekali indosat luar biasa,negative
560,kasih makan rakyat pakai rudal nuklir,negative
561,Resto makanan barat dengan harga kaki lima ditambah pemandangan alam yang indah suasana yang romantis asal jangan hujan karena di teras dibiarkan terbuka Resto favorit keluarga saya,positive
562,nasibnya beda jauh sama korselkorut orangnya jahatsih,negative
563,bagaimana mau melawan as kayak begini kalau jatah tentaranya saja di potongyg ada kalau perang kayak ya banyak tentara yang membelot,negative
564,Restoran ini bukan sekadar tempat makan biasa tapi juga bisa dijadikan tempat wisata Lokasinya sangat dingin tempatnya juga bagus nyaman dengan pemandangan yang eye catching Menu yang disediakan juga beragam dengan rasa yang enak Tidak perlu menunggu lama dalam penyajian makanannya Harga juga relatif terjangkau Untuk tempat berfoto juga bagus,positive
565,saya rasa nuklir korea utara sudah cukup tinggal perkuat ekonomi untuk menjadi negara maju,positive
566,Duh indosat mengecewakan Aku mau daftar baru kok malah kena tarif per kb Pulsa berkurang drastis,negative
567,duit nya sudah di kuras oleh nuklir,negative
568,Istri saya beli beberapa produk di toko yang sama dan beratnya belum sampai kilo menggunakan pengiriman via gosend dikenakan ongkir x kurang ajar,negative
569,disini lagi krisis minyak gorengknp enggak di britain,negative
570,efek sanksi amerika serikat,neutral
571,Pelayanan sih memang cepat tapi masakannya asal asalan saja asal jadi asal matang saja pesan udang saos tiram sama saja dengan masakan kepiting saos padang tang untuk kepiting tidak diberikan jika tidak diminta,negative
572,masyarakatnya kok enggak seperti di sini ya enggak ada demo gitukayaknya hidup di korut damai walaupun krisis,negative
573,Waktu pertama buka lumayan Tetapi makin ke sini kualitasnya menurun Minya kurang rasa juga kuahnya,negative
574,inimah sudah lamayang lalu,negative
575,terlalu boros dan terlalu memanfaatkan alam tanpa memikirkan kedepannya,negative
576,ini tipe pemimpin monarki yang masih ada di jaman modern suka suka gue aset negara beserta rakyat nya milik gue enggak patuh dihukum hilangkangenerasi,negative
577,makan saja tuh rudal nuklirmu,negative
578,Ibu pernah bekerja di grab indonesia,neutral
579,Transaksi beli pulsa PLN pra bayar melalui mandiri mobile menjadi tidak efisien karena harus telepon untuk dapat tidak tokennya tidak otomatis,negative
580,Rcti terlalu banyak iklan tidak jelas sangat menggangu,negative
581,kenapa gax makanrudal saja,negative
582,pemimpin egois,negative
583,sejarah dunia seluruh warga negara jadi tahanan,negative
584,Sesuai namanya creative space kafe sehingga banyak karya seni yang bisa dinikmati di dalamnya dan beberapa patung di bawah Sedangkan di atas ada kafe dengan desain yang menarik dan cocok dikunjungi di sore hari Tempatnya yang berada di lokasi tinggi membuat tempat ini punya pemandangan yang bagus,positive
585,dunia semakin panas akibat epek rumah kaca,negative
586,opa kim hobinya main roket,neutral
587,Saya mampir ke restoran ini untuk makan malam karena kebetulan lewat dalam perjalanan menuju hotel saya menginap dan karena sudah kelaperan dan saya dan teman akhirnya memilih untuk mampir di restoran ini Rasa makanannya biasa saja bahkan kami diharuskan membayar terlebih dahulu meskipun kami belum selesai makan hanya karena jam sudah mendekati waktu tutup,negative
588,berdiri sendiri dengan tyrani,neutral
589,setelah sekian tahun sejak janji kampanye sekarang saya baru paham bahwa yang meroket bukan ekonomi tapi harga harga,positive
590,petani itu raja yang terkuat di ekonomi karena kuasai lumbung pangan dunia coba bayangkan kalo seluruh dunia petani mogok apa yang terjadi pasti banyak orang kelaparan dan mati iya kan pada saat itu harga sepiring nasi bisa capai ribuan triliun karena orang butuh dan pengin hidup pasti segalanya di kasihkan makanya junjung tinggi para petani,positive
591,Padahal baru jam sore di hari kamis Saya dan teman saya mau coffe break Saya lupa kami pesan minuman apa waktu itu hanya yang saya ingat adalah pada saat pilih menu a dibilang dengan pelayannya sudah habis Lalu kami pilih menu b Eh sudah habis juga Akhirnya terpaksa memilih menu lain Cukup menyebalkan,negative
592,se faham pak prof solusi terbaik negara kita ekstensifikasi secara besar luaskita jadi negara besar keapalagi team dana pembiayaan di siapkansaya yakin optimis dan percaya berhasil ya bgtulahfoodstate memang jangka panjang inovative tiada henti hentinya,positive
593,Makannya lumayan tapi ada pelayan yang agak jorok saja jadi kurang nyaman Untuk makanan agak cepat ya agar tidak kelaparan konsumen Masih banyak yang harus ditingkatkan,negative
594,jangan lupa anakmuda sama kuliahditerapkanilmu pertanianpentingkedepan jangan buta pertanian,positive
595,agcjlgi cara download,neutral
596,Di tengah proses hukum warga tamansari bandung hadapi tekanan penggusuran,negative
597,Pengalaman yang cukup seru makan tanpa alas piring tapi hanya dengan alas daun makin nikmat Makanan sunda yang sangat bervariatif dan cukup enak Tipsnya Jangan terbawa emosi dan kalap memesan dan memilih semua makanan yang disediakan biasanya kalap kalau sudah melihat makanan macam macam begitu Pilih seperlunya,positive
598,pupuk subsidi kalau mau di naikin harganya enggak masalah pakasal ada barangnya bukan di batasikalau petani mau beli pupuk non subsidi petani mau dapat apa sedangkan sawah sewa padi murah pestisida mahal semuapupuk enggak ada,negative
599,nan,positive
600,kalau pupuk nya dicari petani juga enggak mau tani lebih baik jadi buruh bangunan saja,negative
601,Karyawan malas untuk apa kasih cuti Bisnis lagi jelek malah mau foya foya Mikir dong,negative
602,betapa pentingnya pembangunan infrastruktur jalan desajalan tol dl di era sekarang ini erattujuannya dengan memperluas kapasitas produksi dan penyalurannya,positive
603,setrateginya petani mana lagiyang bisa jadi korban,negative
604,Untuk usaha yang dikeluarkan ke tempat ini hasilnya biasa biasa saja Yang mengecewakan adalah kualitas makanannya Makanan hanya sekedar masak saja Untuk kelas kuliner bandung yang enak enak ini mengecewakan Ada karcis masuk per orang dan mobil,negative
605,Kecewa banget Pesan dan bayar tiket pesawat dilakukan jam setengah dini hari buat penerbangan jam pagi E tiket tidak dikirim Tiba tiba dihubungi via email kalau tiket yang sudah dibayar telah habis jam jam pagi Kalau tiketnya habis kenapa masih bisa dibooking,negative
606,Resto tempat makan kambing bakar yang saya rekomendasikan sewaktu anda berkunjung ke kota ini Kambing bakarnya enak gurih plus jauh dari yang namanya bau kambing serta empuk Sop buntutnya pun tidak kalah sedapnya Tempatnya pun asyik banget cocok juga buat yang ingin menghabiskan waktu bareng keluarga atau teman,positive
607,beras untuk rakyat ambil di bulog dulu agar yang baru di simpanjd beras tidak kuning,neutral
608,para petani harus di dahulukan,neutral
609,indonesia enggak krisis pangan tapi krisis pupuk saya petani mikir berkalipupuk mahalbeli solar buat pengaliran pertanian juga susah andaikan ladang pertanian ada irigasinya mungkin di daerah saya orangnya pada senang enggak memikirkan beli air caruban madiun kapan di bangun irigasi buat pertanian,negative
610,Untuk menanyakan kredit mandiri finance bisa di sini juga,neutral
611,Tidak ada matinya menyusuri kafe di bandung Termasuk tempat ini bagus tempat banget deh kopi lattenya juga pas dengan lidah saya Harga Setimpallah,positive
612,maju lah terus indonesia maju lah terus pertanian indonesia tanah indonesia adalah tanah surga tanah yang subur jangan sampai indonesia yang sangat subur ini bisa krisis pangansemngat terus para petani indonesia tingkatkan produktifitas pangan untuk masyarakat,positive
613,akar masalahnya di penguasaan aset minyaksbg bahan baku pupuk,neutral
614,pupuk langka meminta pangan enggak mungkin bisa,negative
615,sudah dibantu petani tapi perhatian pemerintah terhadap pertanian enggak memerhatikan misalnya harga jual hasil petani yang tidak mensejahterakan petani terlalu mahalnya pupuk tolonglah tiru itu vietnam dan thailand dalam memperhatikan petani,negative
616,semoga pemerintah mulai memikirkan mempersiapkan petani petani muda untuk meneruskan profesi petani saat ini yang mayoritas berusia tuasayangnya penghasilan petani tidak menjanjikan dan tergolong kecilsehingga anak petani saja tidak mau meneruskan profesi orang tuanya,negative
617,tolong dongbantuannya buat kami dari area lumbung padi kec tongauna utara kab konawe prov sulawesi tenggara yang tidak mendapatkan pupuk subsidi hal ini tentu sangat menyusahkan kami para petani disini,negative
618,Tempatnya nyaman sangat windy tapi sejuk juga Konsep tempatnya bagus vip roomnya keren sekali Instagramable banget deh tempatnya Cocok untuk nongkrong nongkrong bareng teman keluarga pacar Makanannya juga not bad dan harganya juga terjangkau Mbak kasirnya waktu itu ramah sekali,positive
619,kenapa bbm saja juga di subsidikenapa pupuk dan alat pertanian enggak di subsidi,negative
620,Saya sekeluarga sedang cari tempat makan habis nonton Kami bosan makan di resto kafe di mal Tiba tiba terlihat resto di kanan jalan Sudah lama kami tidak makan kari Mampirlah kami ke resto yang tergolong kecil hanya meja Ternyata enak tempat dan makanannya,positive
621,mentri ndk tau masalah pertanian petani selalu salah dan payah,negative
622,Paling kesal kalau ada orang mengobrol di jalan sambil motoran apalagi kalau jalannya sempit,negative
623,para petani usah di jual yang kita tanam simpan saja di rumah harga panen mencekik petani kok,negative
624,apan sekarang haga gabah anjlok ditampat saya gabah keringsedangka pupuk mahal beli solar but menjalani telaktor saja susahyang ada bukan utung malah buntung hasil panen modal saja enggak balik,negative
625,Makan bakso sambil ngobrol sama teman teman Tempatnya asik buat makan Harganya tidak terlalu mahal,positive
626,Kalau ada pulsa segudang akan mengaktifkan wifi buat semua orang biar bisa internetan,positive
627,petani di anak tirikan,negative
628,siapa yang mengatur iklimcuacadan mengatur pertumbuhan tanaman,neutral
629,Saatnya membuat karya visual derajat dengan samsung Ikuti langkah mudah di video ini,neutral
630,nanam padi enggak menguntungkanhabis panen mau nanam laggi bingung modal,negative
631,mari rajin menanam cabe sipekarangan rumah gaes,positive
632,Bandung di mana macet Jatinangor juga seperti tol brexit Bisa pingsan dalem mobil kelamaan menunggu,negative
633,Perjalanan kali ini dalam rangka urusan mencari tempat yang rekomendasi untuk klien kami Jarak tempuh dari bandung kota cukup jauh memang tetapi hal tersebut bisa terbayar dengan pemandangan yang yang cantik di waktu malam dan makan malam dengan makanan dan pelayanan okay,positive
634,kasihan petani pak pupuk obat mahalpanenya murah itupun kalau panen kalau tanaman di makan hama petani enggak dapat apa apa rugi dapat sisa hamasekarang hukan terus padinya berenang,negative
635,pupuk wi jokowi,positive
636,Wifi di sini selalu eror makanan dan minuman agak mahal lumpiah goreng asin sekali teh susu hanya sedikit enak lama sekali untuk pesanan,negative
637,Tidak untung saya ikut rombongan untuk pergi ke bali sangat membosankan,negative
638,sayangilah petani maka negara ini akan makmur,positive
639,Selamat siang orang miskin Semoga kalian cepat mati atau makin miskin dan sengsara,negative
640,Sudah beberapa kali ke sini makanan lumayan enak saung saungnya juga membuat suasana makan dan bersantai jadi nikmat ditambah dengan suara sungai kecil menambah suasana jadi bertambah alami Dianjurkan datang ke sini malam hari karena lebih indah,positive
641,Sudah seminggu ini pdam di daerah kami tidak mengalir apa stok air pdam habis Tanggung jawab dong,negative
642,pemerintah harus mendukung petani khususnya pupuk subsidi pupuk belum merata bahkan banyak petani yang belum tahu dimana mendapatkan pupuk subsidi jika petaninya sejahtera akan mampu mendukung ketahanan pangan nasional seharusnya di indonesia tidak perlu impor pangan negara kita luastenaga kerja ada pemerintah menyediakan teknologi pertanian moderen kepada sakyatpupuk dl,positive
643,basmi mafia pangan dan mafia pupuk di nkri,negative
644,dulu waktu pak surabaya kan banyak mencetak sawah baru sekarang apa khabarnya apa sudah ada kelanjutannya,neutral
645,Keripik singkong itu makanan ringan terenak dan tepat buat menemani waktu tugas,positive
646,ini pertanda pemilu makin dekatpura kasih angin segar ke petaniya seperti janji kampanyetahun silam tak usah dihiraukanmending nanti saja kalo benar presidennya sudah gantibaru percaya berita kayak begini itupun kalau dilaksanakan benaran,negative
647,Tempat yang berdampingan dengan air sungai dan rimbunnya pepohonan dan makanan yang lezat membuat betah dan cocok untuk beristirahat berbagai jajanan juga tersedia di tempat ini hawanya juga sejuk,positive
648,saran saya dari keluarga petani enggak usah bingung soal strategicukup lakukanpastikan harga pupuk turun pastikan pupuk subsidi sampai ke petanipastikan petani mendapat harga jual yang bagus pastikan petani mudah menjual padi nyacukupitu kami petani akan semangat menanam yang tadi nya sawah di anggurkan pasti akan di tanami lagi,positive
649,Jika datang ke restoran ini sangat cocok pada sore dan malam hari membawa pasangan untuk menikmati makan malam yang romantis dan pemandangan yang sangat menakjubkan,positive
650,kementan hanya banyak retorikasaat panen harga padi hancur murahkementan dan bulog enggak ada solusipupuk sulit dan mahalharga pestisida naik tajamharga jual padi saat panen di tingkat petani hancurrdidaerah saya kapok tanam padikarena merugi terus selamatahun,negative
651,tapi sayang nya petani kusus nya aqsusah cari pupuk,negative
652,amin,positive
653,Bila kamu selesai transaksi mengirim pastikan cek kembali alamat di resi sebelum meninggalkan counter jne pondok timur ya,neutral
654,susahmaju para petani di indonesia karena pupuk nya mahal bibitya mahal tapi tidak ada tindakan dari pamerintahcoba pak belusukan ke ke pinggiran jangan cuma mengatur saja,negative
655,Rekomendasi untuk makan siang ala indonesia pilihan makanannya banyak sekali tinggal tunjuk saja Terbanyak yang bentuk gorengan misalnya empal ayam goreng tahu goreng dll peralatan makan yang dipakai yang ala model zaman dulu seperti piring seng gelas seng mengingatkan makan di zaman dahulu Pelayanan cepat Mantap,positive
656,mohon pemerintah pusat dan pemda kabupaten kota banyak ladang sawah jadi perumahan awasi pengembang perumahan biar tidak jor joran,negative
657,Indosat adalah penyebab gue marah tiap hari,negative
658,Hai ya silakan kamu dapat mencoba lakukan pembayaran pdam di bukalapak,neutral
659,harga pupuk melambung enggak karuan itu bagaimana sulusinya kamu sebagai petani ini sangat merasa kesulitan padahal pupuk adalah salah satu kunci untuk menaikan pruduktivitas hasil pertanian kamimohon untuk di tindak lanjutti bapak dinas pertanian dan kementrian,negative
660,Lokasi mudah dijangkau penataan restoran average menu makanan lumayan variatif dan rasa masakannya enak harga terjangkau,positive
661,impor solusinya wkwk,positive
662,beli pupuk mahal pas panen jual murah,negative
663,Semoga selalu setia menemani rakyat indonesia dari sabang merauke dari kota sampai pelosok desa,neutral
664,ayo pada nanam di sekitar rumahbiar untuk sayuran petik sendiri,negative
665,semoga terkendali dan bendungan yang sudah dibangun dapat dimanfaatkan untuk ketahanan pangan nasional,positive
666,yang perlu diperhatikan pemerintah jangan bikin strategi abal abal sebab anggaran deptan bisa sia siakhususnya pada sektor hulupeningkatan ketahanan pangan harus menitik beratkan pada peningkatan hasil dan perluasan lahan dari kedua itu pemerintah perlu memberikan bantuan bibit unggulpupukpenyuluhan terpadu cara bertani intensif dan bantuan teknologi alat pertanian yang mumpuni selama inipetani kita kesulitan mendapatkan bibit unggul jagung hibridah dan padimisalnyaselain harganya mahal petani juga sering mendapatkan bibit palsudari sistem kemasan yang ada dipasaranbibit jagungpadi dan lainnya mudah sekali dipalsukan melambungnya harga pupukracun hama dan obat obatan lainnya hinggapersen belakangan ini juga perlu dicari solusinya terakhirambisi pemerintah untuk menjadikan surplus pangan harus dibarengi peningkatan luas lahan jangan cuma omong doang petani perlu dibantu membuka lahan sebab untuk membakar hutan sudah tidak diperkenankan kemudian petani perlu dibantu handtraktor untuk mengolah tanah seperti di luar negeri jangan dibiarkan petani kita bekerja cuma mengandalkan cangkulsabit dan karung bekasataukaloalat berattraktor junderbisa membukahektar lahan tiap haricoba kerahkanalat berat maka dalamhari terbuka lahanhektar tahun saja lahan untuk pangan bisa tersediahektar kalotahunjuta hektar dengan begitu indonesia akan jadiraja pangan bukan raja impor pangan selama ini impor pangan kita sangat besar dari data bps tahunimpor gandum kita senilai milyar us dolargula ribu tonsayuran dari chinamilyar us dolar begitupun kedelai tahusebanyakmilyar dolarcabai tonkentang ribu ton bahkan rebung kita impor persoalannya pertahanan pangan kita rapuh pemerintah jangan cuma omong doang sekarang harga cabehbawangsayurangandum sudah merangkah naik kemungkinan akibat negara asal komuditi itu sudah mengurangi atau menyetop ekspor saat ini saja sudahnegara menyetop ekspor pangandikwatirkan nanti semua pangan naik tinggi akibat dampak perang rusia yang meluas,negative
667,Lokasi di gombel dengan pemandangan semarang datanglah malam karena lampu kota akan terlihat makanan enak steak dan teh hangat menu wajib di sini ambil spot di luar karena udara dingin dan sejuk,positive
668,Resto nostalgia yang wajib dikunjungi tempat yang nyaman buat keluarga parkir yang luas Hidangannya hampir semua enak terutama steak saslick dan es krim,positive
669,sdm petani kita sudah lemah mayoritas umur sudah tuakualitas tanah sudah menurun tenaga kerja petani sudah mau habis,negative
670,menteri yang berprestasi pasti tak akan bernafsu mencalonkan diri sebagai presiden atau wakil presiden,positive
671,Ingin bantu kasih hubungan infonya tapi kuota internet saya terbatas,neutral
672,kalo enggak banyak korupsi pertanian dan peternakan kita bisa nomer satu didunia,positive
673,Copot dari keanggotaan polisi saja Daripada jadi perusak nama baik korp,negative
674,enggak ada gunanya juga strategi ini lah itu lahhkalo presiden masih rajin impor,negative
675,strategi retorika melulu coba pejabat menteri langsung kedesa desa lihat cara petani peternak mengolah sawah mulai tanam sampai panen bikin observasi dan pelajari baru bikin kebijakan sebab yang dirasakan petani dan peternak saat ini kebijakan pemerintah sangat tidak pro mereka pupuk langka dan mahalharga panen anjlok saat panen rayabanyak tengkulak nakalbanyak kartel impor panganharga pakan ternak yang naik terusperusahaan besar ikut bermain dan menguasai pasar menggusur peternak kecildsb,negative
676,generasi muda enggak mau jadi petanigk perlu dijelasin pasti tau lah,negative
677,indonesia harus belajar membuat ring atau cincin sendiricontohnya mencintai produk lokaldan duit anggaran harus dibelanjakan untuk produk lokal jangan importblajar jangan bergantung pada rantai pasokan globalagar bisa jadi bangsa mandirimengurangi ketergantungan,positive
678,insyaallah jika pemerintah betul serius mengurusi pertanianperkebunanpeternakan bangsa kita akan amanmasa kalah sama etiopia,positive
679,Enak Yang jelas sambal tysonnya oke Makan pakai menu apa saja cocok Siap kepedesan dan timbangan naik kalau makan di sini,positive
680,petani jenuh dengan harga yang enggak tentu pupuk yang mahal,negative
681,Pendaftaran mulai esok kementerian kominfo buka beasiswa pelatihan digital untuk orang,neutral
682,pupuk mahal dan langka apa lagi pupuk ponska susah didapat di sumatra harga pertanian murah karena pemerintahinpor terus bikin petani merugi,negative
683,DHL sedang membuka lowongan pekerjaan untuk customer service,neutral
684,pupuk mahalharga barang tani enggak stabil,negative
685,pupuk mahal harga di rendahkan dan impor di sembunyikanyang utama pupuk yang melimpah itu kunci utamakeharga yang baik buat petani sekarang petani kebanyakan tidak punya lahan sendiri karena di masa soeharto telah merusak pertanianselaku pelaku penggalakan pertanian juga menghancurkanimpor beras yang berlebihan yang membuat enggan bertani dan menjual sawah,negative
686,Sangat cocok untuk bersantap bersama keluarga menikmati hidangan yang lezat sambil mengobrol melepas penat setelah seharian beraktivitas pokoknya terbaik deh,positive
687,pupuk saja susah pak,negative
688,sudah saatnya harus swasembada mandiri memanfaatkan lahan yang kita punya supaya tidak bergantung denganimport,positive
689,Sangat miris bin ironis sikap tidak berkualitas Tidak layak jadi wakil rakyat juta populasi penduduk dari sabang sampai merauke,negative
690,gua enggak yakin pemerintahan indonesia bisa,negative
691,Saya pergi ke sini hanya untuk mencari sedikit hiburan di kala berlibur bersama keluarga Saya hanya minum dan makan makanan kecil Minuman di sini harganya murah banget dibandingkan dengan jakarta,positive
692,kasih petani pupuk yang berkwalitas biar tanaman padi subur pupuk subsidi yang ada kwalitasnya rendahyg berkwalitas pupuknya masuk ke perkebunan sawit,positive
693,mau usul pakklo bisa harga pupuk jangan terlalu tinggi pak,neutral
694,Rasa makanan tidak semewah harganya Overpriced untuk pengunjung keluarga grup teman atau bisnis,negative
695,Bulan ini saldo di rekening saya nol,neutral
696,mentri panhan mantap,positive
697,Tidak mau tahu Balikin pulsa saya Ini namanya perampokan Paket nelp kalian juga perampokan Baru ini saya komplain,negative
698,sip pokoknyakita kembali ke alam tanah kita luastanah kita suburrakyat kita berlimpah,positive
699,ujung ujungnya impor juga,negative
700,ketahanan pangan sangat lah penting supaya bisa menekan melonjaknya harga sembako seperti sekarang ini tapi ketahanan negara pun ta kalah penting sebab untuk menjaga kedaulatan dan harga diri bangsa dan negara ketahanan negara tidak lah harus memperbanyak personil tentara tapi memperkuat alusista moderen itu yang ter penting mengingat alusista di luar sana sudah canggih dan moderen pembelian alusista harus di barengi entot supaya negara kita bisa membuat sendiri dan tida ketergantungan sama negara luar stop prototipe sudah saat nya kembangkan dan produksi,positive
701,Ini kali kedua kunjungan saya Semua makanan yang saya coba enak enak dan tempatnya masih semenawan dulu Tidak pernah menyesal makan di sini,positive
702,strategi pertama jokowiperiode strategi kedua jokowiperiode jokowi sang bapak rohkudus,neutral
703,sudah masuk musim tanam april septembertp benih padi babtuan belum ada kabarx tolong tv ditaxkan kepak menteri,neutral
704,Silakan kunjungi toko kita buat yang kemarin cari handphone advan xiaomi redmi a dan nokia,neutral
705,indonesia insyaallah enggak akan krisis pangan jika tidak meng ekspor sumber pangan atau bahan pokok makanan,positive
706,Waktu saya ke restoran itu pelayannya mendatangi saya dan bertanya untuk berapa orang,neutral
707,harga pupuk mahal giliran panen raya bersamaan harganya jstuh contohnya seperti tomat cabaibuat biaya produksi gkcukup makanya sering sekali kayak cabai tomat enggak di panen karena merugi enggak sesuai harga di pasaraan itu yang harus di subsidi pemeritah tapi pas giliran mahal enggak semua petani itu bisa panen karana gagal panenproduksimakanya sayur mayur mahal karena suplai dari petani itu berkurang makanya sekarang banyak lahansawah enggak di tanami petani karena sering merugi jsdi petani sekarang banyak yang alih profesimerantau ke kota besar bahkan jadi tki karena jadi petani menjajikan masa depanya,negative
708,mafia pangan yang doyan komisi dari hasil import hasil pertanian yang perlu dibrantas dulusetelah itu serahkan saja ke swasta dengan ijin kelola ratusan sampai ribuan hektar lahan negara tidak perlu mengeluarkan dana sampai triliunan rupiahcukup memberikan bebas pajak untuk alat mekanis pertamina dan perkebunan modern yang tidak bisa dibuat didalam negeri,negative
709,strategi nya pupuk harus murah,positive
710,Untuk orang jogja sih malas kembali ke sana kali Cukup sekali Masuk harus bayar Makanan mahal,negative
711,jangan hanya strategi pak mentricek kelapangan petani menjerit karena harga pupuk mahal langkapas panen harga jual gabah pasti anjokjangan jauh cek saja ke karawang kalo lagi panen raya,negative
712,ah ini tidak benar buktinya hampir semua hasil pertanian adalah impor dan terjadi sudah lama sebelum perang rusia ukraina yang paling nyata kita impor beras bahkan cabe saja impor terus strategi apa,negative
713,Suasananya cocok bagi semua orang baik anda yang ingin menyendiri bersama keluarga maupun dengan teman teman dekat bertukar cerita,positive
714,apa hubungannya dengan ukraina pupuk saja di persulit ketika panen raya harga selalu anjlok,negative
715,Bingung deh selalu saja tidak bisa ikutan nongkrong karena memang ramai sekali Yasudahlah ya sepertinya memang lebih enak aku drive thru saja berhubung di pusat kota posisinya sumpah ini mcd paling ramai,negative
716,ini musim panen tapi harga murah bukan krisis pangan woooy pupuk mahal hrg komoditi turunkpn petani sejahtera,negative
717,kenyataannya harga pupuk bukannya naik lagi tapi ganti harga,negative
718,Daripada ribut ribut soal barang flash sale mending main poker online,neutral
719,pupuk jangan dibikin sulit,negative
720,Hotel ibis tamarkan wahid hasyim sangat mengecewakan untuk pelayanan Terutama masalah reservation Parah abiz,negative
721,masih bykyg hidup susah di indonesiacari krj juga makin susah,negative
722,tapi bangkrutnegoro mu,negative
723,Temanku melamar pekerjaan di tokopedia,neutral
724,Batagor dan siomay kingsley ini tidak mempunyai cabang di tempat lain Makanannya enak terutama batator dan siomay serta basonya dan tidak pakai pengawet Dan jika ingin buat oleh oleh ada paket yang bisa dibawa pulang Dipertahankan lagi kualitasnya,positive
725,siap,positive
726,Adikku diterima di teknik lingkungan ITB,neutral
727,strategi krisis pangan murahkan harga pupukstop impor demi fe,neutral
728,salahmu sendirikenapa utamakan impor kenapa cabut subsidi pupuk kenapa biarkan petani menderita sekarang banyak petani yang meninggalkan profesinya gara gara kebijakan dungu sih jika,negative
729,dimulai dari pandemic kemudian ekonomi goyah shifting tapi the new world order,negative
730,mencari kambing item,negative
731,rezimth berkuasa kok tidak memberi manfaat bagi rakyat mengendalikan harga bahan pokok saja indak mampu kok meminta program rezim dilanjutkan otak kacau,negative
732,pangan kabeh mundakwong mlarattambah akeh,negative
733,Kalau mampir ke sukabumi jangan lupa nyicip bubur ayam hamid Asli enak banget beda dengan bubur ayam di tempat lain Suiran ayamnya lumayan banyak bumbunya juga terasa banget apalagi jika kita makannya ditambah sate ampela atau usus Dijamin bakal ketagihan,positive
734,pitik uwiesoragelemngendok,negative
735,akibat kelakuan mu,negative
736,jangan lupa cara menguatkan sumber pangan negara dengan mencanggihkn dan memajukan teknologi pertanian dan peternakan,positive
737,Ini indihome saya gangguan lagi ini Saya lagi ada kerjaan tiba tiba terputus merah kedip kedip baru seminggu baik wifinya sudah gangguan lagi Indihome telkom sekarang banyak gangguan ya bayar selalu mahal mengecewakan sekali,negative
738,maksud mukidi perang tnimelawan rakyat indonesia,neutral
739,Makanan di sini sangat enak Cocok untuk pertemuan kantor atau bersama keluarga besar harga terjangkau,positive
740,apa perintah perang thd tniperang dengan siapa jokowi,negative
741,Habis beli pulsa mau daftar paket internet gagal terus dan suruh mengulang terus di dan tetap tidak bisa,negative
742,apasi wi mengomong opo,negative
743,Jual ayam bakar taliwang tapi ayam yang disajikan seperti karet dan tidak memuaskan dan rasanya hambar sambalnya juga alakadarnya Dari keseluruhan sangat mengecewakan dan saya tidak akan ke dua kalinya ke sana lagi,negative
744,cuma curang yang kurang ajar pak,negative
745,Tempat yang paling cocok untuk mencari makanan kalau budget terbatas tetapi memuaskan di sini banyak sekali pilihannya dari mulai masakan khas dari daerah di indonesia sampai masakan modern,positive
